Sample_ID,I_Ca_umol_per_mol,Mg_Ca_mmol_per_mol,delta13C,delta18O,Age_Ma,Reference,DOI
SR-18D,0,,,,2800,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
SR-18E,0,,,,2800,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
SR-22A,0,,,,2800,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
SR-22B,0,,,,2800,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
SR-2A,0,,,,2800,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
SR-2B,0,,,,2800,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
SR-5A,0,,,,2800,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
SR-5B,0,,,,2800,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
SR-7,0,,,,2800,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
SR-9,0,,,,2800,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
A1,0,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
A14,0,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
A18a,0.04,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
A2,0,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
A23A,0,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
A23B,0,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
A28,0,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
A39,0.05,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
A52A,0.26,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
A56,0,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
A9,0.06,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
WM107Y,0,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
WM109,0.08,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
WM112,0,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
WM113,0,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
WM114X,0.06,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
WM115,0,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
WM129Q,0,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
WM58x,0.06,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
WM64,0,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
WM65,0.03,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
WM71A,0.07,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
WM74,0,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
X10BQ,0.18,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
X10BT,0.02,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
X12,0,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
X14Y,0.06,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
X16Q,0.09,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
X24X,0.03,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
X3Q,0,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
X6S,0.03,,,,2860,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
98W-3.5,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
HA-11,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
HA-12B,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
HA-2,0.04,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
HA-3B,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
HA-4,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
HA-5,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
HA-9,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
RL2-10C,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
RL2-11,0.11,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
RL2-16,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
RL2-35,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
RL2-40,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
RL2-42,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
RL2-49A,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
RL2-70,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
RL2-72,0.13,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
RL-41,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
RL-45,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
RL-46,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
RL-48,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
RL-50,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
RL-51,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
RL-52,0.04,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
RL-63,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
RL-64B,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
RL-69,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
RL-76,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
RL-78,0,,,,2930,"Fang et al., 2024",https://doi.org/10.1016/j.precamres.2024.107350
AB-49,0,,,,1930,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
AB57,0,,,,1930,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
AB-48,0,,,,1930,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
AB-47,0,,,,1930,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
F67,0.54,,,,1930,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
FD-67,0.28,,,,1930,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
FD-67,0.51,,,,2100,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
FD-214,0.39,,,,2100,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
SL-1246,0,,,,2100,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
SL-2286,0,,,,2100,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
SL-1246,0,,,,2100,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
SL-1246,0,,,,2100,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
BM-2,0.05,,,,2130,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
BM-17,0,,,,2130,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
BM-4 AB110,0,,,,2130,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
BM-7 AB123,0,,,,2130,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
BM-3 AB107,0,,,,2130,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
BM-14,0,,,,2130,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
BM10 AB,0,,,,2130,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
BM-18,0,,,,2130,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
BM-9 AB105,0,,,,2130,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
BM-13,0,,,,2130,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
BM-12 AB-116,0,,,,2130,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
BM-6 AB-112,0,,,,2130,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
BM-1 AB113,0,,,,2130,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
BM-11 AB106,0,,,,2130,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
BM-5 AB117,0,,,,2130,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
BM15,0,,,,2130,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
BM-16,0,,,,2130,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
2000_9/1,0,,,,2130,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
35675,0,,,,2130,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
LAF-F3,2.79,,,,2100,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
UAF-2,0.28,,,,2100,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
UAF-1,1.16,,,,2100,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
LA-E4,0.36,,,,2100,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
LA-D5,0.47,,,,2100,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
LAF-D2,0.29,,,,2100,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
LAF-C1,1.74,,,,2100,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
MI-H-66 AB7,0,,,,2100,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
MI-13-1 AB4,0.01,,,,2100,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
MI-16-2 AB9,0,,,,2100,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-1,0.33,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-4,0.78,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-6,0.46,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-7,0.29,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-8,0.61,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-9,0.27,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-10,0.13,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-11,0.32,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-12,0,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-13,1.65,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-16,0.3,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-18,0,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-19,0.63,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-20,0.04,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-22,0.09,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-26,0.53,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-27,0.06,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA,0.41,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-30,0,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-31,0.49,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA,0.35,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-33,0.28,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-35,0.58,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-35,0.89,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
ZA-37,0.74,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
Z-2,0.82,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
Z-3,1.25,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
Z8,1.57,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
Z-11,0.78,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
Z-13,0.6,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
Z-15,0.85,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
Z-16,0.58,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
Z19,1.16,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
Z-20,0.53,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
Z-21,0.68,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
Z-25,0.34,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
Z-26,0.39,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
LK-9 AB38,1.02,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
LK-1,0.09,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
LK-4,0.47,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
"Lucknow Fm., Olifantshoek Gr oup AB-41, LK-2",1.79,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
LO-3,0,,,,2150,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
PL-4,0,,,,2320,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
PL-5,0,,,,2320,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
JT-98-2,0,,,,2320,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
JT-98-3,0,,,,2320,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
FE-3,0,,,,2320,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
PL-3,0,,,,2320,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
JT-98-1-2,0,,,,2320,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
PL-2,0,,,,2320,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
PL-6,0,,,,2320,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
BD-96-3,0,,,,2270,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
AB147,0,,,,2270,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
AB158,0,,,,2270,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
GA20/1,0,,,,2420,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
GA-5,0,,,,2420,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
GQ-2,0,,,,2420,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
CE-20-1,0,,,,2220,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
CE-20-2,0,,,,2220,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
DC-00-1,0.89,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
DC-00-2,0.36,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
DC-00-4,0.05,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
TC -4/+16 AB,0.46,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
TC-4/+20 AB,0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
TC-3 AB172,0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
TC-9,0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
TC,0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
TC 4-4,0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
TC,0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
HS-2 AB-169,0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
HS-7 AB,1.66,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
HS-9 AB-167,0.61,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
"Carbonates of the Turee Creek Group, TC-2",0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
HS-1,0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
TC-1,0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
TC-10,0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
TC-5,0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
DC-00-3,0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
HS-6,0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
TC-8,0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
TC-11,0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
TC-4,0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
HS-4,0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
HS-8,0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
TC-7,0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
HS-3,0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
HS-10,0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
HS-5,0,,,,2425,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
BH2-8.2,0,,,,2427,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
BH2-9.5,0,,,,2427,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
TON-3,0,,,,2427,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
TON-2,0,,,,2427,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
TON-6,0,,,,2427,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
AB-123,0,,,,2427,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
AB-126 TON-5,0.51,,,,2427,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
El-2,0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
El-4,0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
EL35A,0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
EL-56,0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
EL-1,0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
EL-13,0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
EL-18,0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
AB31,0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
"Wittenoom Fm., Hamersley Gr oup abdp-9",0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
"Wittenoom Fm., Hamersley Gr oup abdp-9",0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
"Wittenoom Fm., Hamersley Gr oup abdp-9",0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
"Wittenoom Fm., Hamersley Gr oup adbp-9",0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
"Wittenoom Fm., Hamersley Gr oup adbp-9",0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
"Wittenoom Fm., Hamersley Gr oup adbp-9",0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
"Wittenoom Fm., Hamersley Gr oup adbp-9",0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
"Wittenoom Fm., Hamersley Gr oup adbp-9",0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
"Wittenoom Fm., Hamersley Gr oup adbp-9",0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
"Wittenoom Fm., Hamersley Gr oup adbp-9",0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
"Wittenoom Fm., Hamersley Gr oup adbp-9",0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
"Wittenoom Fm., Hamersley Gr oup adbp-9",0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
"Wittenoom Fm., Hamersley Gr oup adbp-9",0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
"Wittenoom Fm., Hamersley Gr oup adbp-9",0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
"Wittenoom Fm., Hamersley Gr oup adbp-9",0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
"Wittenoom Fm., Hamersley Gr oup adbp-9",0,,,,2400,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
CR-1,0,,,,2550,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
CR-2,0,,,,2550,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
CR-3,0,,,,2550,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
CR-4,0,,,,2550,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
CR-5,0,,,,2550,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
CR-6,0,,,,2550,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
CH-1,0,,,,2600,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
CF-16,0,,,,2600,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
Cheshire,0,,,,2600,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
P1,0,,,,2720,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
P1,0,,,,2720,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
P1 47.0A,0,,,,2720,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
P1,0,,,,2720,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
P1,0,,,,2720,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
P1 70.4C,0,,,,2720,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
P1,0,,,,2720,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
P1,0,,,,2720,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
P1,0,,,,2720,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
P1,0,,,,2720,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
P1 80.6A,0,,,,2720,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
P1 83.2B,0,,,,2720,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
P1,0,,,,2720,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
P1 85.7B,0,,,,2720,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
P1,0,,,,2720,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
P1,0,,,,2720,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
P1,0,,,,2720,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
P1,0,,,,2720,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
SR S4-1,0,,,,2779,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
SR-3,0,,,,2779,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
SMALL STREAM SR7,0,,,,2779,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
SMALL STREAM SR-4,0,,,,2779,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
STEEP ROCK STOP,0,,,,2779,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
SR-54,0,,,,2779,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
STOP,0,,,,2779,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
SR-56,0,,,,2779,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
SR10-2,0,,,,2779,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
SR10 SMALL STREAM,0,,,,2779,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
Steep Rock,0,,,,2779,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
SR 10-1,0,,,,2779,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
SR,0,,,,2779,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
SR 11-2,0,,,,2779,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
P2c-92.9,0,,,,3500,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
P2c-93.45,0,,,,3500,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
P2c-93.5a BC,0,,,,3500,"Hardisty et al., 2014",https://doi.org/10.1130/G35439.1
